observation_id,evidence_label,corpus_seed,setting_family,fusion_method,reference_accuracy,observed_accuracy,ordinary_fusion_harmful,ordinary_fusion_safe,gauge_sync_sufficient,branch_lift_beneficial,projective_rank_expansion_required,abstention_recommended,ordinary_prediction_disagreement,estimated_period,estimated_index,candidate_capacity,controlled_structural_residual,capacity_divisible_by_index,controlled_projective_indicator,fusion_parameter_multiplier,mean_heldout_pairwise_residual,mean_inverse_consistency_residual,global_synchronization_residual,mean_parameter_distance,max_loop_holonomy_norm,loop_commutator_norm,mean_loop_spectral_radius,mean_loop_absolute_phase,centrality_residual,torsion_confidence,cocycle_residual,coboundary_residual,bootstrap_stability,natural_connection_trivial_indicator
D0011,natural_measured,0,natural_application_A,wrong_group_action_control,0.21875,0.2109375,0,1,1,0,0,0,0.42578125,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0475963809293357e-06,0.9999989511520467,0.0,0.0,0.999998952403619,1.0
D0012,natural_measured,0,natural_application_A,wrong_multiplication_order_control,0.21875,0.2109375,0,1,1,0,0,0,0.4375,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0475963809293357e-06,0.9999989511520467,0.0,0.0,0.999998952403619,1.0
D0013,natural_measured,0,natural_application_A,prediction_ensemble_upper_bound,0.21875,0.21875,0,1,1,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0475963809293357e-06,0.9999989511520467,0.0,0.0,0.999998952403619,1.0
D0014,natural_measured,0,natural_application_A,oracle_chart_aware_fusion,0.21875,0.21875,0,1,1,0,0,0,0.6875,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0475963809293357e-06,0.9999989511520467,0.0,0.0,0.999998952403619,1.0
D0015,natural_measured,0,natural_application_A,parameter_matched_generic_concat_head,0.21875,0.40625,0,1,1,0,0,0,0.3271484375,0.0,0.0,8.0,0.0,0.0,0.0,12.414802065404476,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0475963809293357e-06,0.9999989511520467,0.0,0.0,0.999998952403619,1.0
D0016,controlled_on_real_features,0,period2_index2,ordinary_same_capacity,0.21875,0.1953125,1,0,0,0,1,1,0.2255859375,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0017,controlled_on_real_features,0,period2_index2,coherent_projective_lift,0.21875,0.1953125,1,0,0,0,1,1,0.2255859375,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0018,controlled_on_real_features,0,period2_index2,parameter_matched_generic_unitary,0.21875,0.21875,0,1,0,0,1,0,0.6875,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0019,controlled_on_real_features,0,period2_index2,random_branch_control,0.21875,0.203125,1,0,0,0,1,1,0.11328125,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0020,controlled_on_real_features,0,period2_index2,wrong_cocycle_control,0.21875,0.1015625,1,0,0,0,1,1,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0021,controlled_on_real_features,0,period2_index2,wrong_projective_representation,0.21875,0.1953125,1,0,0,0,1,1,0.2255859375,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0022,controlled_on_real_features,0,period2_index2,ensemble_upper_bound,0.21875,0.21875,0,1,0,0,1,0,0.6875,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0023,controlled_on_real_features,0,period2_index2,oracle_coherent_lift,0.21875,0.21875,0,1,0,0,1,0,0.6875,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0024,controlled_on_real_features,0,period2_index2,ordinary_same_capacity,0.21875,0.1328125,1,0,0,1,0,1,0.7060546875,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0025,controlled_on_real_features,0,period2_index2,coherent_projective_lift,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0026,controlled_on_real_features,0,period2_index2,parameter_matched_generic_unitary,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0027,controlled_on_real_features,0,period2_index2,random_branch_control,0.21875,0.1015625,1,0,0,1,0,1,0.693359375,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0028,controlled_on_real_features,0,period2_index2,wrong_cocycle_control,0.21875,0.046875,1,0,0,1,0,1,0.6708984375,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0029,controlled_on_real_features,0,period2_index2,wrong_projective_representation,0.21875,0.203125,1,0,0,1,0,1,0.6552734375,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0030,controlled_on_real_features,0,period2_index2,ensemble_upper_bound,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0031,controlled_on_real_features,0,period2_index2,oracle_coherent_lift,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,2.0,6.181724643283816e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,6.181724643283816e-08,1.0,6.181724643283816e-08,1.0,1.0,0.0
D0032,controlled_on_real_features,0,period2_index2,ordinary_same_capacity,0.21875,0.1171875,1,0,0,1,1,1,0.701171875,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0033,controlled_on_real_features,0,period2_index2,coherent_projective_lift,0.21875,0.1953125,1,0,0,1,1,1,0.6796875,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0034,controlled_on_real_features,0,period2_index2,parameter_matched_generic_unitary,0.21875,0.21875,0,1,0,1,1,0,0.6875,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0035,controlled_on_real_features,0,period2_index2,random_branch_control,0.21875,0.03125,1,0,0,1,1,1,0.69140625,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0036,controlled_on_real_features,0,period2_index2,wrong_cocycle_control,0.21875,0.0390625,1,0,0,1,1,1,0.673828125,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0037,controlled_on_real_features,0,period2_index2,wrong_projective_representation,0.21875,0.2109375,0,1,0,1,1,0,0.6943359375,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0038,controlled_on_real_features,0,period2_index2,ensemble_upper_bound,0.21875,0.21875,0,1,0,1,1,0,0.6875,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0039,controlled_on_real_features,0,period2_index2,oracle_coherent_lift,0.21875,0.21875,0,1,0,1,1,0,0.6875,2.0,2.0,3.0,0.5773502588272095,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,0.5773502588272095,0.0,5.047356665954794e-08,0.0,1.0,0.0
D0040,controlled_on_real_features,0,period2_index2,ordinary_same_capacity,0.21875,0.078125,1,0,0,1,0,1,0.6953125,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0041,controlled_on_real_features,0,period2_index2,coherent_projective_lift,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0042,controlled_on_real_features,0,period2_index2,parameter_matched_generic_unitary,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0043,controlled_on_real_features,0,period2_index2,random_branch_control,0.21875,0.140625,1,0,0,1,0,1,0.68359375,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0044,controlled_on_real_features,0,period2_index2,wrong_cocycle_control,0.21875,0.046875,1,0,0,1,0,1,0.6708984375,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0045,controlled_on_real_features,0,period2_index2,wrong_projective_representation,0.21875,0.1953125,1,0,0,1,0,1,0.7041015625,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0046,controlled_on_real_features,0,period2_index2,ensemble_upper_bound,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0047,controlled_on_real_features,0,period2_index2,oracle_coherent_lift,0.21875,0.21875,0,1,0,1,0,0,0.6875,2.0,2.0,4.0,4.3711388286737935e-08,1.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,4.3711388286737935e-08,1.0,4.3711388286737935e-08,1.0,1.0,0.0
D0048,controlled_on_real_features,0,period2_index4,ordinary_same_capacity,0.21875,0.2265625,0,1,0,0,1,1,0.34765625,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0049,controlled_on_real_features,0,period2_index4,coherent_projective_lift,0.21875,0.2265625,0,1,0,0,1,0,0.34765625,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0050,controlled_on_real_features,0,period2_index4,parameter_matched_generic_unitary,0.21875,0.21875,0,1,0,0,1,0,0.6875,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0051,controlled_on_real_features,0,period2_index4,random_branch_control,0.21875,0.203125,1,0,0,0,1,1,0.11328125,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0052,controlled_on_real_features,0,period2_index4,wrong_cocycle_control,0.21875,0.1015625,1,0,0,0,1,1,0.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0053,controlled_on_real_features,0,period2_index4,wrong_projective_representation,0.21875,0.1953125,1,0,0,0,1,1,0.2255859375,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0054,controlled_on_real_features,0,period2_index4,ensemble_upper_bound,0.21875,0.21875,0,1,0,0,1,0,0.6875,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0055,controlled_on_real_features,0,period2_index4,oracle_coherent_lift,0.21875,0.21875,0,1,0,0,1,0,0.6875,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,0.0,0.0,1.0,0.0
D0056,controlled_on_real_features,0,period2_index4,ordinary_same_capacity,0.21875,0.15625,1,0,0,1,1,1,0.5546875,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
D0057,controlled_on_real_features,0,period2_index4,coherent_projective_lift,0.21875,0.2265625,0,1,0,1,1,0,0.5732421875,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
D0058,controlled_on_real_features,0,period2_index4,parameter_matched_generic_unitary,0.21875,0.21875,0,1,0,1,1,0,0.6875,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
D0059,controlled_on_real_features,0,period2_index4,random_branch_control,0.21875,0.1953125,1,0,0,1,1,1,0.328125,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
D0060,controlled_on_real_features,0,period2_index4,wrong_cocycle_control,0.21875,0.09375,1,0,0,1,1,1,0.2060546875,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
D0061,controlled_on_real_features,0,period2_index4,wrong_projective_representation,0.21875,0.140625,1,0,0,1,1,1,0.5458984375,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
D0062,controlled_on_real_features,0,period2_index4,ensemble_upper_bound,0.21875,0.21875,0,1,0,1,1,0,0.6875,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.9046096131205559,8.045155744136017e-07,2.0896947034998448e-05,0.3061109579035214,1.2096741102141095e-06,1.0905828276008831e-06,1.0000013706198174,3.796637758278962e-07,1.0,0.0,6.181724643283816e-08,0.0,1.0,0.0
