setting_id,source,level,n_models,width,seed,triangle,cycle_score,centrality_score,phase_residual,detected_order_d,rank_allowed,residual_type,selected_resolution,centrality_improvement_from_previous_level,supports_brauer_projective_interpretation,is_finite_index_candidate,final_decision,selected_level,notes
mnist_mlp_N4_W32_S1500,real_mnist,low_rank_GL,4,32,1500,0-2-3,0.8322431849676174,0.5207454335060329,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.07873900922791366,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1500,real_mnist,permutation,4,32,1500,1-2-3,1.1726039399558572,0.9499177595981664,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1500,real_mnist,signed_permutation,4,32,1500,1-2-3,1.1726039399558572,0.9499177595981664,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W32_S1500,real_mnist,monomial_phase_or_scale,4,32,1500,1-2-3,0.969699423631283,0.4888398347096182,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.46107792488854815,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W32_S1500,real_mnist,block_orthogonal,4,32,1500,1-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W32_S1500,real_mnist,low_rank_GL,4,32,1500,1-2-3,0.8363364096486421,0.510804778194991,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.021964943485372812,False,False,report_noncentral_holonomy,,
mnist_mlp_N3_W16_S1501,real_mnist,permutation,3,16,1501,0-1-2,1.0,0.8660254037844386,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N3_W16_S1501,real_mnist,signed_permutation,3,16,1501,0-1-2,1.0,0.8660254037844386,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N3_W16_S1501,real_mnist,monomial_phase_or_scale,3,16,1501,0-1-2,0.9811256117938402,0.5179397268673959,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.34808567691704273,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N3_W16_S1501,real_mnist,block_orthogonal,3,16,1501,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N3_W16_S1501,real_mnist,low_rank_GL,3,16,1501,0-1-2,0.7889640890766482,0.5680594119013768,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.0501196850339809,False,False,report_noncentral_holonomy,,
mnist_mlp_N3_W32_S1501,real_mnist,permutation,3,32,1501,0-1-2,1.2747548783981961,0.9822646028438569,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N3_W32_S1501,real_mnist,signed_permutation,3,32,1501,0-1-2,1.2747548783981961,0.9822646028438569,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N3_W32_S1501,real_mnist,monomial_phase_or_scale,3,32,1501,0-1-2,1.0083115312017816,0.4356510067261088,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.5466135961177481,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N3_W32_S1501,real_mnist,block_orthogonal,3,32,1501,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N3_W32_S1501,real_mnist,low_rank_GL,3,32,1501,0-1-2,0.8449183351218289,0.5291822207134919,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.09353121398738307,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1501,real_mnist,permutation,4,16,1501,0-1-2,1.2747548783981961,0.982264602843857,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1501,real_mnist,signed_permutation,4,16,1501,0-1-2,1.2747548783981961,0.982264602843857,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1501,real_mnist,monomial_phase_or_scale,4,16,1501,0-1-2,0.9651171654181652,0.30287480908344394,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.679389793760413,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1501,real_mnist,block_orthogonal,4,16,1501,0-1-2,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1501,real_mnist,low_rank_GL,4,16,1501,0-1-2,0.7548123733944326,0.49937427840831083,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.1964994693248669,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1501,real_mnist,permutation,4,16,1501,0-1-3,1.0,0.8660254037844386,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1501,real_mnist,signed_permutation,4,16,1501,0-1-3,1.0,0.8660254037844386,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1501,real_mnist,monomial_phase_or_scale,4,16,1501,0-1-3,0.8768762526733045,0.21148665877834982,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6545387450060888,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1501,real_mnist,block_orthogonal,4,16,1501,0-1-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1501,real_mnist,low_rank_GL,4,16,1501,0-1-3,0.7645531284558781,0.4974947838579034,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.2860081250795536,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1501,real_mnist,permutation,4,16,1501,0-2-3,1.118033988749895,0.9270248108869579,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1501,real_mnist,signed_permutation,4,16,1501,0-2-3,1.118033988749895,0.9270248108869579,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1501,real_mnist,monomial_phase_or_scale,4,16,1501,0-2-3,0.9476377329661743,0.24234404801305723,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.6846807628739007,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1501,real_mnist,block_orthogonal,4,16,1501,0-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1501,real_mnist,low_rank_GL,4,16,1501,0-2-3,0.7654561796821492,0.48545199058588295,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.24310794257282572,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W16_S1501,real_mnist,permutation,4,16,1501,1-2-3,1.2747548783981961,0.982264602843857,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W16_S1501,real_mnist,signed_permutation,4,16,1501,1-2-3,1.2747548783981961,0.982264602843857,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
mnist_mlp_N4_W16_S1501,real_mnist,monomial_phase_or_scale,4,16,1501,1-2-3,1.011207769410805,0.2524448247958204,0.0,1.0,,noncentral_holonomy,report_noncentral_holonomy,0.7298197780480365,False,False,report_noncentral_holonomy,,monomial extension did not produce a scalar finite-index residual
mnist_mlp_N4_W16_S1501,real_mnist,block_orthogonal,4,16,1501,1-2-3,,,,,,not_evaluated,not_evaluated,,False,False,report_noncentral_holonomy,,no transition maps or activation estimator available for this level
mnist_mlp_N4_W16_S1501,real_mnist,low_rank_GL,4,16,1501,1-2-3,0.7601381010812338,0.481873301092464,0.0,1.0,,gl_noncentral_holonomy,report_noncentral_holonomy,-0.2294284762966436,False,False,report_noncentral_holonomy,,
mnist_mlp_N4_W32_S1501,real_mnist,permutation,4,32,1501,0-1-2,1.0606601717798212,0.8992184106211348,0.0,1.0,,noncentral_permutation_holonomy,nonabelian_synchronization_or_report_holonomy,,False,False,report_noncentral_holonomy,,permutation defect is noncentral; not a Brauer/projective scalar claim
mnist_mlp_N4_W32_S1501,real_mnist,signed_permutation,4,32,1501,0-1-2,1.0606601717798212,0.8992184106211348,0.0,1.0,,signed_noncentral_holonomy,report_noncentral_holonomy,0.0,False,False,report_noncentral_holonomy,,signed extension did not make the residual scalar/central
